epoch,train_loss,val_loss,best_val_loss_so_far
1,0.9184125647999537,0.8486253336454049,0.8486253336454049
2,0.8625946888365806,0.839790729758067,0.839790729758067
3,0.8084072873760493,0.7905915369972204,0.7905915369972204
4,0.7459958230073636,0.6952842046052982,0.6952842046052982
5,0.6516868227567428,0.566396578000142,0.566396578000142
6,0.5754402246899329,0.5116839836805295,0.5116839836805295
7,0.5248191044307672,0.5162226378153532,0.5116839836805295
8,0.49657800454550827,0.4671867283490988,0.4671867283490988
9,0.4780224182953437,0.49112126727898914,0.4671867283490988
10,0.46245297942406094,0.4633672739832829,0.4633672739832829
11,0.4473391089301843,0.42180939190662825,0.42180939190662825
12,0.43590335504939925,0.44936335755464357,0.42180939190662825
13,0.43293585358426356,0.42918120057154924,0.42180939190662825
14,0.42329167302411336,0.4202879990140597,0.4202879990140597
15,0.41961769305933744,0.41719634582599,0.41719634582599
16,0.40815188494534826,0.39879371798955476,0.39879371798955476
17,0.40509560362746316,0.409851590410257,0.39879371798955476
18,0.39784732995889127,0.4055573753057382,0.39879371798955476
19,0.39177523961720556,0.37618504082545257,0.37618504082545257
20,0.3814736228579512,0.4014056116724626,0.37618504082545257
21,0.3827636325493073,0.3903434838239963,0.37618504082545257
22,0.3756693788827994,0.3636103307780547,0.3636103307780547
23,0.3738001243282969,0.38252161987698996,0.3636103307780547
24,0.3665874340595343,0.35529887160429585,0.35529887160429585
25,0.3610177594595231,0.34967576530881417,0.34967576530881417
26,0.3634784057593116,0.3499625920294187,0.34967576530881417
27,0.3565261605888223,0.34872704218977535,0.34872704218977535
28,0.35014728748072416,0.3446107992950158,0.3446107992950158
29,0.352272150082848,0.3977875705712881,0.3446107992950158
30,0.34809738261481893,0.3559400824209054,0.3446107992950158
31,0.341398001767886,0.32934729859997064,0.32934729859997064
32,0.33590145573879665,0.33761422727734614,0.32934729859997064
33,0.33868825894135696,0.32691519659681195,0.32691519659681195
34,0.33428372101237375,0.33261002065279544,0.32691519659681195
35,0.3276128593402413,0.340231146185826,0.32691519659681195
36,0.32846044421864623,0.3328387426833312,0.32691519659681195
37,0.3220843849226068,0.34643609105394435,0.32691519659681195
38,0.3219061748912701,0.31847051808085197,0.31847051808085197
39,0.3224514729749316,0.3280263554591399,0.31847051808085197
40,0.31418390932660073,0.3595070306880352,0.31847051808085197
41,0.3144924222993163,0.3291041664779186,0.31847051808085197
42,0.3111671642280924,0.3030997733466136,0.3030997733466136
43,0.3087034811480687,0.3134125516964839,0.3030997733466136
44,0.30757335740595293,0.30840742588043213,0.3030997733466136
45,0.3011414426116225,0.2953795935863104,0.2953795935863104
46,0.30077817985931266,0.32283912178797597,0.2953795935863104
47,0.2992880961929376,0.2974780845718506,0.2953795935863104
48,0.29490391647395414,0.3003402331318611,0.2953795935863104
49,0.2927905160885973,0.31017610191916806,0.2953795935863104
50,0.2931365642744379,0.31473865188085115,0.2953795935863104
51,0.28847375853608054,0.2844854711722105,0.2844854711722105
52,0.28858855925500393,0.2756461050265875,0.2756461050265875
53,0.2911949695971532,0.3065205182975683,0.2756461050265875
54,0.2858251031631461,0.2842781234246034,0.2756461050265875
55,0.28184361146906245,0.2914150928457578,0.2756461050265875
56,0.2832637392462064,0.28139850630974156,0.2756461050265875
57,0.28183097318292427,0.27259235294201434,0.27259235294201434
58,0.27038314580344236,0.2740526086626909,0.27259235294201434
59,0.27758066365734124,0.29116537861334973,0.27259235294201434
60,0.27544113444403195,0.2825558029879362,0.27259235294201434
61,0.27166581181331706,0.2690042453125501,0.2690042453125501
